fitness,finished,diversity,individual
200.0,True,9,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,9,"(1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2)"
200.0,True,4,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,5,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,4,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,5,"(1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2)"
200.0,True,5,"(2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,7,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,6,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2)"
200.0,True,8,"(2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,9,"(1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2)"
200.0,True,11,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,7,"(1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
200.0,True,7,"(2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1)"
200.0,True,7,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,7,"(2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
200.0,True,9,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2)"
200.0,True,8,"(1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2)"
200.0,True,6,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2)"
200.0,True,6,"(2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2)"
200.0,True,5,"(2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2)"
200.0,True,5,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2)"
200.0,True,6,"(2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1)"
200.0,True,7,"(1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2)"
200.0,True,6,"(2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
200.0,True,7,"(1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2)"
200.0,True,6,"(2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2)"
200.0,True,11,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,4,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1)"
