fitness,finished,diversity,individual
14,True,46,"(2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1)"
14,True,15,"(1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2)"
14,True,18,"(1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2)"
14,True,19,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
14,True,21,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
14,True,15,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2)"
14,True,29,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2)"
14,True,30,"(1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
14,True,13,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
14,True,25,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2)"
14,True,10,"(2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1)"
14,True,18,"(1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1)"
14,True,23,"(1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
14,True,24,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2)"
14,True,13,"(1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1)"
14,True,30,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
14,True,16,"(2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
14,True,16,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2)"
14,True,26,"(1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
14,True,23,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2)"
14,True,19,"(1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1)"
14,True,21,"(1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2)"
14,True,34,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2)"
14,True,15,"(1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1)"
14,True,20,"(1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1)"
14,True,48,"(2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
14,True,31,"(1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2)"
14,True,30,"(2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2)"
14,True,16,"(1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2)"
14,True,13,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1)"
