fitness,finished,diversity,individual
200.0,True,20,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1)"
200.0,True,25,"(1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2)"
200.0,True,23,"(1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2)"
200.0,True,21,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,20,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,24,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,23,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,20,"(1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,23,"(2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,24,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,17,"(2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,21,"(1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1)"
200.0,True,28,"(1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,27,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
200.0,True,26,"(2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,19,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,18,"(2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
200.0,True,17,"(1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1)"
200.0,True,33,"(2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2)"
200.0,True,18,"(1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
200.0,True,25,"(1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1)"
200.0,True,19,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
200.0,True,24,"(1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2)"
200.0,True,21,"(2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2)"
200.0,True,23,"(1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,29,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
200.0,True,22,"(1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2)"
200.0,True,19,"(1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2)"
200.0,True,19,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2)"
200.0,True,22,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1)"
