fitness,finished,diversity,individual
200.0,True,2,"(1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1)"
200.0,True,2,"(2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1)"
175.0,True,2,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 2, 2, 2)"
175.0,True,3,"(2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,4,"(1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
200.0,True,2,"(1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
77.77777777777777,True,8,"(1, 1, 1, 1, 3, 1, 2, 0, 3, 1, 0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2)"
175.0,True,2,"(2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2)"
127.27272727272727,True,3,"(2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 2, 1)"
175.0,True,2,"(1, 1, 0, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2)"
175.0,True,1,"(1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1)"
186.66666666666666,True,1,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2)"
186.66666666666666,True,3,"(1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2)"
0.5217391304347826,False,3,"(1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 3, 3, 1, 2, 0, 3, 1)"
175.0,True,2,"(2, 1, 1, 1, 2, 2, 1, 1, 1, 0, 2, 2, 2, 1, 2, 2)"
186.66666666666666,True,2,"(1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2)"
186.66666666666666,True,3,"(1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1)"
200.0,True,1,"(1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2)"
200.0,True,2,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2)"
0.35135135135135137,False,6,"(2, 1, 1, 1, 1, 0, 1, 1, 1, 0, 3, 2, 2, 1, 2, 1, 2, 3, 0, 2, 2, 3, 1, 2, 0, 1, 2, 3, 1, 2, 1, 3, 1, 0, 2, 1, 0)"
133.33333333333334,True,4,"(1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 1, 2)"
133.33333333333334,True,4,"(2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1)"
200.0,True,2,"(1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
175.0,True,1,"(2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2)"
175.0,True,1,"(1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1)"
155.55555555555554,True,3,"(1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2)"
175.0,True,3,"(1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2)"
164.7058823529412,True,3,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2)"
93.33333333333333,True,3,"(1, 2, 1, 1, 2, 1, 1, 2, 3, 3, 2, 2, 3, 1, 2, 0, 1, 3, 0, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1)"
200.0,True,4,"(1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2)"
