fitness,finished,diversity,individual
28,True,0,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 3, 1, 1, 2, 3, 2, 1, 2, 0, 3, 1, 2, 2)"
16,True,0,"(2, 3, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
21,True,0,"(1, 2, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 3, 2, 2, 2, 1, 1)"
23,True,0,"(1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 3, 2, 2, 1, 2, 1, 0, 1, 1, 2)"
18,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 2, 2, 3, 1, 2, 2)"
23,True,0,"(1, 2, 1, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 2)"
18,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 3, 1)"
25,True,1,"(2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 2, 3, 0, 2, 2, 1, 1)"
38,True,0,"(1, 2, 1, 1, 1, 2, 2, 3, 1, 2, 2, 2, 0, 0, 2, 2, 1, 1, 2, 2, 1, 3, 2, 1, 2, 2, 3, 2, 3, 3, 0, 2, 1, 1, 1, 0, 2, 2)"
21,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 3, 1, 1, 2, 2, 2)"
21,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 3, 2, 1, 1, 2, 2, 2)"
16,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1)"
30,True,0,"(1, 1, 1, 1, 1, 1, 0, 2, 1, 0, 2, 1, 2, 3, 2, 2, 2, 2, 1, 2, 3, 0, 0, 1, 3, 1, 3, 1, 2, 2)"
18,True,0,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 0, 3, 2, 2, 2, 1, 2, 2)"
18,True,0,"(2, 1, 1, 1, 1, 2, 3, 2, 2, 2, 1, 2, 1, 1, 2, 1, 0, 2)"
25,True,0,"(3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 1, 1, 2, 3, 2, 0, 1, 0, 1, 2, 2)"
17,True,0,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2)"
22,True,0,"(1, 2, 1, 1, 2, 1, 2, 1, 0, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1)"
21,True,0,"(2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 0, 1, 2, 2, 1, 2)"
23,True,0,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 1, 0, 2, 2, 2, 1, 1, 1, 1, 2, 2)"
20,True,0,"(2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 1, 2, 1, 3, 2, 2, 2, 1, 2, 2)"
19,True,0,"(2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 3, 1, 2)"
24,True,0,"(1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 0, 2, 1, 2, 3, 1, 2, 0, 1, 2, 2, 0, 2)"
17,True,0,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2)"
14,True,0,"(1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1)"
21,True,0,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 1, 2)"
18,True,0,"(1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2)"
26,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2, 0, 2, 1, 3, 1, 0, 2)"
18,True,0,"(1, 2, 1, 1, 1, 2, 1, 2, 3, 2, 2, 2, 1, 1, 1, 3, 1, 2)"
19,True,0,"(1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 3, 2, 0, 1, 2, 2, 2)"
