fitness,finished,diversity,individual
24,True,4,"(2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 0, 1, 2, 1)"
27,True,3,"(3, 2, 1, 2, 3, 2, 2, 1, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1)"
36,True,4,"(2, 2, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 2, 2, 1, 3, 1, 1, 2, 2, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 0, 1, 2)"
24,True,3,"(2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2)"
24,True,6,"(2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 2)"
38,True,4,"(2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 3, 2, 1, 1, 3, 3, 1, 1, 1)"
29,True,2,"(2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 1, 2, 1, 2)"
26,True,4,"(2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1)"
29,True,3,"(1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 0, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 2)"
35,True,3,"(2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 2, 2, 2, 1)"
25,True,4,"(2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 2)"
24,True,2,"(1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1)"
31,True,3,"(2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 3, 0, 1, 2, 1, 1, 2, 2)"
22,True,2,"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2)"
26,True,2,"(0, 1, 1, 0, 3, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1)"
26,True,3,"(2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1)"
32,True,1,"(2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 1, 2, 0, 1, 1, 2)"
26,True,2,"(2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1)"
30,True,2,"(2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 2)"
23,True,2,"(1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2)"
22,True,4,"(1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2)"
24,True,2,"(2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 0, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1)"
28,True,3,"(1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 3, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 0, 1, 2)"
30,True,2,"(2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 2, 3, 2, 2, 2, 1, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2)"
23,True,4,"(2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1)"
31,True,1,"(2, 2, 1, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 0, 2)"
24,True,1,"(1, 2, 2, 1, 2, 1, 3, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1)"
26,True,2,"(2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1)"
28,True,6,"(2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 0, 2, 2)"
25,True,4,"(0, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2)"
