fitness,finished,diversity,individual
392.85714285714283,True,4,"(3, 2, 2, 2, 1, 3, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2)"
379.3103448275862,True,1,"(2, 3, 1, 2, 2, 1, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 2, 2, 1)"
289.4736842105263,True,2,"(1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 0, 1, 2, 0, 2, 2, 2, 2, 2, 0, 1, 0, 3, 2, 1, 1, 3, 2, 2, 1)"
407.4074074074074,True,1,"(1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 3, 2, 0, 1, 2)"
354.83870967741933,True,2,"(2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 0, 1, 1, 2, 3, 2, 0, 2, 1)"
0.39622641509433965,False,3,"(1, 2, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 3, 2, 2, 1, 1, 2, 2, 0, 1, 2, 1, 2, 0, 2, 1, 0, 3, 1, 2, 1, 0, 3, 2, 1, 2, 3, 0, 2, 3, 3, 0, 1, 0, 1, 1, 1, 3, 2, 2, 0, 1)"
297.2972972972973,True,2,"(2, 3, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 1, 2, 1, 2, 2, 0, 3, 1, 1, 0, 1, 0, 2, 2, 2, 2)"
423.0769230769231,True,2,"(1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 2, 3, 1, 2, 2)"
500.0,True,1,"(1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2)"
478.2608695652174,True,1,"(2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1)"
407.4074074074074,True,1,"(2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 0, 2, 1, 1, 2, 2, 1)"
392.85714285714283,True,2,"(1, 0, 2, 2, 2, 2, 1, 1, 1, 3, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 2, 1, 2, 1, 2, 2, 1, 1)"
440.0,True,0,"(1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 1, 2)"
407.4074074074074,True,1,"(2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 0, 3, 1, 2)"
379.3103448275862,True,2,"(3, 1, 2, 0, 2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1)"
314.2857142857143,True,1,"(2, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 2, 2, 1, 2, 2, 3, 2, 3, 1, 2, 1)"
423.0769230769231,True,3,"(2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 2)"
458.3333333333333,True,1,"(2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 0, 2, 2)"
366.6666666666667,True,1,"(2, 1, 2, 1, 2, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2)"
392.85714285714283,True,2,"(1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 0, 3, 1, 1, 2, 1, 3, 1)"
500.0,True,1,"(2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2)"
458.3333333333333,True,1,"(1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1)"
440.0,True,1,"(1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2)"
440.0,True,0,"(1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 0, 2, 2, 2, 1, 1, 1, 2, 1)"
0.8333333333333334,False,1,"(1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0)"
440.0,True,1,"(2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2)"
333.3333333333333,True,3,"(3, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 3, 2, 1)"
366.6666666666667,True,2,"(2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 2)"
